"Colony.no.","Raw_file_name","Date_footage","Timepoint","Your_initials","Video_time_stamp","Event","Activity","Pollen_foraging","Standardized_time","...11","WGT","treatment","Obs_Duration","Pollen_foraging_binary","weight","enter_exit_binary","DateTime","RECORD","BattV_Avg","PTemp_C_Avg (Deg C) [Avg]","Air_Temp_Avg","RH (%) [Smp]","SlrW_Avg (W/m^2) [Avg]","SlrMJ_Tot (MJ/m^2) [Tot]","Grass_Temp_Avg (Deg C) [Avg]","Soil_Temp_2in_Avg (Deg C) [Avg]","Soil_Temp_4in_Avg (Deg C) [Avg]","WindDir (Degrees) [Smp]","WS_kph_ (kilometers/hour) [Avg]","Rain_mm_Tot (mm) [Tot]","...15","week"
13,"SUNP0001.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:24:17,"entrance_pollen",1,"yes",1353,NA,8,"Control",3600,1,1,1,2024-05-29 11:24:17,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0001.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:24:19,"entrance_pollen",1,"yes",1355,NA,8,"Control",3600,1,1,1,2024-05-29 11:24:19,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0001.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:24:21,"entrance_pollen",1,"yes",1357,NA,8,"Control",3600,1,1,1,2024-05-29 11:24:21,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0001.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:25:02,"exit",0,"NA",1398,NA,8,"Control",3600,NA,1,0,2024-05-29 11:25:02,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0001.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:25:08,"exit",0,"NA",1404,NA,8,"Control",3600,NA,1,0,2024-05-29 11:25:08,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0001.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:25:24,"exit",0,"NA",1420,NA,8,"Control",3600,NA,1,0,2024-05-29 11:25:24,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0001.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:25:32,"entrance_pollen",1,"yes",1428,NA,8,"Control",3600,1,1,1,2024-05-29 11:25:32,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0001.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:26:26,"exit",0,"NA",1482,NA,8,"Control",3600,NA,1,0,2024-05-29 11:26:26,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0001.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:26:28,"exit",0,"NA",1484,NA,8,"Control",3600,NA,1,0,2024-05-29 11:26:28,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0001.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:26:57,"exit",0,"NA",1513,NA,8,"Control",3600,NA,1,0,2024-05-29 11:26:57,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0001.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:27:08,"exit",0,"NA",1524,NA,8,"Control",3600,NA,1,0,2024-05-29 11:27:08,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0001.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:29:54,"exit",0,"NA",1690,NA,8,"Control",3600,NA,1,0,2024-05-29 11:29:54,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0001.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:30:08,"entrance_pollen",1,"yes",1704,NA,8,"Control",3600,1,1,1,2024-05-29 11:30:08,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0001.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:30:18,"entrance_none",1,"no",1714,NA,8,"Control",3600,0,1,1,2024-05-29 11:30:18,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0001.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:33:13,"entrance_pollen",1,"yes",1889,NA,8,"Control",3600,1,1,1,2024-05-29 11:33:13,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:33:58,"exit",0,"NA",1934,NA,8,"Control",3600,NA,1,0,2024-05-29 11:33:58,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:34:33,"entrance_pollen",1,"yes",1969,NA,8,"Control",3600,1,1,1,2024-05-29 11:34:33,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:34:53,"entrance_pollen",1,"yes",1989,NA,8,"Control",3600,1,1,1,2024-05-29 11:34:53,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:35:04,"exit",0,"NA",2000,NA,8,"Control",3600,NA,1,0,2024-05-29 11:35:04,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:36:42,"entrance_none",1,"no",2098,NA,8,"Control",3600,0,1,1,2024-05-29 11:36:42,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:37:21,"entrance_none",1,"no",2137,NA,8,"Control",3600,0,1,1,2024-05-29 11:37:21,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:37:34,"exit",0,"NA",2150,NA,8,"Control",3600,NA,1,0,2024-05-29 11:37:34,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:37:39,"entrance_none",1,"no",2155,NA,8,"Control",3600,0,1,1,2024-05-29 11:37:39,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:38:02,"entrance_pollen",1,"yes",2178,NA,8,"Control",3600,1,1,1,2024-05-29 11:38:02,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:38:43,"entrance_pollen",1,"yes",2219,NA,8,"Control",3600,1,1,1,2024-05-29 11:38:43,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:39:38,"exit",0,"NA",2274,NA,8,"Control",3600,NA,1,0,2024-05-29 11:39:38,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:41:02,"exit",0,"NA",2358,NA,8,"Control",3600,NA,1,0,2024-05-29 11:41:02,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:41:23,"exit",0,"NA",2379,NA,8,"Control",3600,NA,1,0,2024-05-29 11:41:23,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:41:52,"exit",0,"NA",2408,NA,8,"Control",3600,NA,1,0,2024-05-29 11:41:52,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:43:04,"entrance_none",1,"no",2480,NA,8,"Control",3600,0,1,1,2024-05-29 11:43:04,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:43:16,"exit",0,"NA",2492,NA,8,"Control",3600,NA,1,0,2024-05-29 11:43:16,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:44:42,"entrance_pollen",1,"yes",2578,NA,8,"Control",3600,1,1,1,2024-05-29 11:44:42,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:45:16,"entrance_pollen",1,"yes",2612,NA,8,"Control",3600,1,1,1,2024-05-29 11:45:16,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:45:31,"exit",0,"NA",2627,NA,8,"Control",3600,NA,1,0,2024-05-29 11:45:31,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:46:06,"entrance_pollen",1,"yes",2662,NA,8,"Control",3600,1,1,1,2024-05-29 11:46:06,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:47:03,"exit",0,"NA",2719,NA,8,"Control",3600,NA,1,0,2024-05-29 11:47:03,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:48:31,"entrance_none",1,"no",2807,NA,8,"Control",3600,0,1,1,2024-05-29 11:48:31,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:48:44,"exit",0,"NA",2820,NA,8,"Control",3600,NA,1,0,2024-05-29 11:48:44,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:49:26,"exit",0,"NA",2862,NA,8,"Control",3600,NA,1,0,2024-05-29 11:49:26,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:49:31,"entrance_none",1,"no",2867,NA,8,"Control",3600,0,1,1,2024-05-29 11:49:31,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:49:32,"entrance_pollen",1,"yes",2868,NA,8,"Control",3600,1,1,1,2024-05-29 11:49:32,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:50:14,"exit",0,"NA",2910,NA,8,"Control",3600,NA,1,0,2024-05-29 11:50:14,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:50:12,"entrance_none",1,"no",2908,NA,8,"Control",3600,0,1,1,2024-05-29 11:50:12,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:50:54,"entrance_pollen",1,"yes",2950,NA,8,"Control",3600,1,1,1,2024-05-29 11:50:54,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:51:06,"entrance_pollen",1,"yes",2962,NA,8,"Control",3600,1,1,1,2024-05-29 11:51:06,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:51:38,"exit",0,"NA",2994,NA,8,"Control",3600,NA,1,0,2024-05-29 11:51:38,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:53:16,"exit",0,"NA",3092,NA,8,"Control",3600,NA,1,0,2024-05-29 11:53:16,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:54:15,"exit",0,"NA",3151,NA,8,"Control",3600,NA,1,0,2024-05-29 11:54:15,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:54:34,"exit",0,"NA",3170,NA,8,"Control",3600,NA,1,0,2024-05-29 11:54:34,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:54:58,"entrance_pollen",1,"yes",3194,NA,8,"Control",3600,1,1,1,2024-05-29 11:54:58,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:55:26,"entrance_pollen",1,"yes",3222,NA,8,"Control",3600,1,1,1,2024-05-29 11:55:26,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:55:45,"entrance_pollen",1,"yes",3241,NA,8,"Control",3600,1,1,1,2024-05-29 11:55:45,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:57:41,"exit",0,"NA",3357,NA,8,"Control",3600,NA,1,0,2024-05-29 11:57:41,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:57:43,"entrance_none",1,"no",3359,NA,8,"Control",3600,0,1,1,2024-05-29 11:57:43,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:57:51,"entrance_pollen",1,"yes",3367,NA,8,"Control",3600,1,1,1,2024-05-29 11:57:51,129906,13.49,22.19,16.86,65.66,536.4,1.931,18.34,15.45,14.85,209.1,5.669,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:59:04,"exit",0,"NA",3440,NA,8,"Control",3600,NA,1,0,2024-05-29 11:59:04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 11:59:55,"exit",0,"NA",3491,NA,8,"Control",3600,NA,1,0,2024-05-29 11:59:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 12:00:03,"entrance_pollen",1,"yes",3499,NA,8,"Control",3600,1,1,1,2024-05-29 12:00:03,129907,13.46,23.93,17.79,57.82,703.1,2.531,19.16,16.21,15.28,21.4,5.85,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 12:00:09,"entrance_none",1,"no",3505,NA,8,"Control",3600,0,1,1,2024-05-29 12:00:09,129907,13.46,23.93,17.79,57.82,703.1,2.531,19.16,16.21,15.28,21.4,5.85,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 12:00:36,"exit",0,"NA",3532,NA,8,"Control",3600,NA,1,0,2024-05-29 12:00:36,129907,13.46,23.93,17.79,57.82,703.1,2.531,19.16,16.21,15.28,21.4,5.85,0,NA,2
13,"SUNP0002.AVI",2024-05-29,"timepoint_2","LHT",1899-12-31 12:01:01,"exit",0,"NA",3557,NA,8,"Control",3600,NA,1,0,2024-05-29 12:01:01,129907,13.46,23.93,17.79,57.82,703.1,2.531,19.16,16.21,15.28,21.4,5.85,0,NA,2
14,"SUNP0001.AVI",2024-05-27,"timepoint_2","LHT",1899-12-31 15:03:55,"entrance_none",1,"no",0,NA,6,"Prothio",3600,0,1,1,2024-05-27 15:03:55,129862,13.51,21.14,15.21,60.34,623.9,2.246,17.8,17.19,15.89,174.8,13.94,0,NA,2
14,"SUNP0001.AVI",2024-05-27,"timepoint_2","LHT",1899-12-31 15:03:57,"exit",0,"NA",2,NA,6,"Prothio",3600,NA,1,0,2024-05-27 15:03:57,129862,13.51,21.14,15.21,60.34,623.9,2.246,17.8,17.19,15.89,174.8,13.94,0,NA,2
14,"SUNP0001.AVI",2024-05-27,"timepoint_2","LHT",1899-12-31 15:04:18,"exit",0,"NA",23,NA,6,"Prothio",3600,NA,1,0,2024-05-27 15:04:18,129862,13.51,21.14,15.21,60.34,623.9,2.246,17.8,17.19,15.89,174.8,13.94,0,NA,2
14,"SUNP0001.AVI",2024-05-27,"timepoint_2","LHT",1899-12-31 15:04:30,"exit",0,"NA",35,NA,6,"Prothio",3600,NA,1,0,2024-05-27 15:04:30,129862,13.51,21.14,15.21,60.34,623.9,2.246,17.8,17.19,15.89,174.8,13.94,0,NA,2
14,"SUNP0001.AVI",2024-05-27,"timepoint_2","LHT",1899-12-31 15:04:51,"entrance_pollen",1,"yes",56,NA,6,"Prothio",3600,1,1,1,2024-05-27 15:04:51,129862,13.51,21.14,15.21,60.34,623.9,2.246,17.8,17.19,15.89,174.8,13.94,0,NA,2
14,"SUNP0001.AVI",2024-05-27,"timepoint_2","LHT",1899-12-31 15:05:33,"entrance_pollen",1,"yes",98,NA,6,"Prothio",3600,1,1,1,2024-05-27 15:05:33,129862,13.51,21.14,15.21,60.34,623.9,2.246,17.8,17.19,15.89,174.8,13.94,0,NA,2
14,"SUNP0001.AVI",2024-05-27,"timepoint_2","LHT",1899-12-31 15:05:35,"entrance_none",1,"no",100,NA,6,"Prothio",3600,0,1,1,2024-05-27 15:05:35,129862,13.51,21.14,15.21,60.34,623.9,2.246,17.8,17.19,15.89,174.8,13.94,0,NA,2
14,"SUNP0001.AVI",2024-05-27,"timepoint_2","LHT",1899-12-31 15:06:06,"entrance_pollen",1,"yes",131,NA,6,"Prothio",3600,1,1,1,2024-05-27 15:06:06,129862,13.51,21.14,15.21,60.34,623.9,2.246,17.8,17.19,15.89,174.8,13.94,0,NA,2
14,"SUNP0001.AVI",2024-05-27,"timepoint_2","LHT",1899-12-31 15:06:08,"exit",0,"NA",133,NA,6,"Prothio",3600,NA,1,0,2024-05-27 15:06:08,129862,13.51,21.14,15.21,60.34,623.9,2.246,17.8,17.19,15.89,174.8,13.94,0,NA,2
14,"SUNP0001.AVI",2024-05-27,"timepoint_2","LHT",1899-12-31 15:06:21,"exit",0,"NA",146,NA,6,"Prothio",3600,NA,1,0,2024-05-27 15:06:21,129862,13.51,21.14,15.21,60.34,623.9,2.246,17.8,17.19,15.89,174.8,13.94,0,NA,2
14,"SUNP0001.AVI",2024-05-27,"timepoint_2","LHT",1899-12-31 15:06:35,"entrance_none",1,"no",160,NA,6,"Prothio",3600,0,1,1,2024-05-27 15:06:35,129862,13.51,21.14,15.21,60.34,623.9,2.246,17.8,17.19,15.89,174.8,13.94,0,NA,2
14,"SUNP0001.AVI",2024-05-27,"timepoint_2","LHT",1899-12-31 15:07:09,"exit",0,"NA",194,NA,6,"Prothio",3600,NA,1,0,2024-05-27 15:07:09,129862,13.51,21.14,15.21,60.34,623.9,2.246,17.8,17.19,15.89,174.8,13.94,0,NA,2
14,"SUNP0001.AVI",2024-05-27,"timepoint_2","LHT",1899-12-31 15:08:07,"entrance_none",1,"no",252,NA,6,"Prothio",3600,0,1,1,2024-05-27 15:08:07,129862,13.51,21.14,15.21,60.34,623.9,2.246,17.8,17.19,15.89,174.8,13.94,0,NA,2
14,"SUNP0001.AVI",2024-05-27,"timepoint_2","LHT",1899-12-31 15:08:12,"exit",0,"NA",257,NA,6,"Prothio",3600,NA,1,0,2024-05-27 15:08:12,129862,13.51,21.14,15.21,60.34,623.9,2.246,17.8,17.19,15.89,174.8,13.94,0,NA,2
14,"SUNP0001.AVI",2024-05-27,"timepoint_2","LHT",1899-12-31 15:08:44,"entrance_pollen",1,"yes",289,NA,6,"Prothio",3600,1,1,1,2024-05-27 15:08:44,129862,13.51,21.14,15.21,60.34,623.9,2.246,17.8,17.19,15.89,174.8,13.94,0,NA,2
14,"SUNP0001.AVI",2024-05-27,"timepoint_2","LHT",1899-12-31 15:08:56,"entrance_none",1,"no",301,NA,6,"Prothio",3600,0,1,1,2024-05-27 15:08:56,129862,13.51,21.14,15.21,60.34,623.9,2.246,17.8,17.19,15.89,174.8,13.94,0,NA,2
14,"SUNP0001.AVI",2024-05-27,"timepoint_2","LHT",1899-12-31 15:09:26,"entrance_pollen",1,"yes",331,NA,6,"Prothio",3600,1,1,1,2024-05-27 15:09:26,129862,13.51,21.14,15.21,60.34,623.9,2.246,17.8,17.19,15.89,174.8,13.94,0,NA,2
14,"SUNP0001.AVI",2024-05-27,"timepoint_2","LHT",1899-12-31 15:09:39,"entrance_pollen",1,"yes",344,NA,6,"Prothio",3600,1,1,1,2024-05-27 15:09:39,129862,13.51,21.14,15.21,60.34,623.9,2.246,17.8,17.19,15.89,174.8,13.94,0,NA,2
14,"SUNP0001.AVI",2024-05-27,"timepoint_2","LHT",1899-12-31 15:09:53,"entrance_pollen",1,"yes",358,NA,6,"Prothio",3600,1,1,1,2024-05-27 15:09:53,129862,13.51,21.14,15.21,60.34,623.9,2.246,17.8,17.19,15.89,174.8,13.94,0,NA,2
14,"SUNP0001.AVI",2024-05-27,"timepoint_2","LHT",1899-12-31 15:10:25,"exit",0,"NA",390,NA,6,"Prothio",3600,NA,1,0,2024-05-27 15:10:25,129862,13.51,21.14,15.21,60.34,623.9,2.246,17.8,17.19,15.89,174.8,13.94,0,NA,2
14,"SUNP0001.AVI",2024-05-27,"timepoint_2","LHT",1899-12-31 15:10:51,"entrance_none",1,"no",416,NA,6,"Prothio",3600,0,1,1,2024-05-27 15:10:51,129862,13.51,21.14,15.21,60.34,623.9,2.246,17.8,17.19,15.89,174.8,13.94,0,NA,2
14,"SUNP0001.AVI",2024-05-27,"timepoint_2","LHT",1899-12-31 15:10:59,"entrance_pollen",1,"yes",424,NA,6,"Prothio",3600,1,1,1,2024-05-27 15:10:59,129862,13.51,21.14,15.21,60.34,623.9,2.246,17.8,17.19,15.89,174.8,13.94,0,NA,2
14,"SUNP0001.AVI",2024-05-27,"timepoint_2","LHT",1899-12-31 15:11:15,"exit",0,"NA",440,NA,6,"Prothio",3600,NA,1,0,2024-05-27 15:11:15,129862,13.51,21.14,15.21,60.34,623.9,2.246,17.8,17.19,15.89,174.8,13.94,0,NA,2
14,"SUNP0001.AVI",2024-05-27,"timepoint_2","LHT",1899-12-31 15:11:35,"exit",0,"NA",460,NA,6,"Prothio",3600,NA,1,0,2024-05-27 15:11:35,129862,13.51,21.14,15.21,60.34,623.9,2.246,17.8,17.19,15.89,174.8,13.94,0,NA,2
14,"SUNP0001.AVI",2024-05-27,"timepoint_2","LHT",1899-12-31 15:11:46,"entrance_pollen",1,"yes",471,NA,6,"Prothio",3600,1,1,1,2024-05-27 15:11:46,129862,13.51,21.14,15.21,60.34,623.9,2.246,17.8,17.19,15.89,174.8,13.94,0,NA,2
14,"SUNP0001.AVI",2024-05-27,"timepoint_2","LHT",1899-12-31 15:11:47,"entrance_none",1,"no",472,NA,6,"Prothio",3600,0,1,1,2024-05-27 15:11:47,129862,13.51,21.14,15.21,60.34,623.9,2.246,17.8,17.19,15.89,174.8,13.94,0,NA,2
14,"SUNP0001.AVI",2024-05-27,"timepoint_2","LHT",1899-12-31 15:12:06,"entrance_pollen",1,"yes",491,NA,6,"Prothio",3600,1,1,1,2024-05-27 15:12:06,129862,13.51,21.14,15.21,60.34,623.9,2.246,17.8,17.19,15.89,174.8,13.94,0,NA,2
14,"SUNP0001.AVI",2024-05-27,"timepoint_2","LHT",1899-12-31 15:12:15,"entrance_pollen",1,"yes",500,NA,6,"Prothio",3600,1,1,1,2024-05-27 15:12:15,129862,13.51,21.14,15.21,60.34,623.9,2.246,17.8,17.19,15.89,174.8,13.94,0,NA,2
14,"SUNP0001.AVI",2024-05-27,"timepoint_2","LHT",1899-12-31 15:12:20,"exit",0,"NA",505,NA,6,"Prothio",3600,NA,1,0,2024-05-27 15:12:20,129862,13.51,21.14,15.21,60.34,623.9,2.246,17.8,17.19,15.89,174.8,13.94,0,NA,2
14,"SUNP0001.AVI",2024-05-27,"timepoint_2","LHT",1899-12-31 15:12:48,"entrance_pollen",1,"yes",533,NA,6,"Prothio",3600,1,1,1,2024-05-27 15:12:48,129862,13.51,21.14,15.21,60.34,623.9,2.246,17.8,17.19,15.89,174.8,13.94,0,NA,2
14,"SUNP0001.AVI",2024-05-27,"timepoint_2","LHT",1899-12-31 15:13:29,"entrance_none",1,"no",574,NA,6,"Prothio",3600,0,1,1,2024-05-27 15:13:29,129862,13.51,21.14,15.21,60.34,623.9,2.246,17.8,17.19,15.89,174.8,13.94,0,NA,2
